4.01046;5.06104;-0.30933;1.37047;-0.03106;0.04469;
4.13435;5.17210;0.24919;1.47872;-0.02993;0.01633;
4.11159;5.13198;-0.13276;1.40533;-0.02704;0.02215;
4.43266;5.15529;-0.03254;1.42528;-0.02422;-0.04077;
4.40207;5.07223;0.86009;1.59992;-0.02213;-0.03922;
4.38690;5.03104;1.30266;1.68650;-0.02109;-0.03845;
4.23681;5.06204;0.38954;1.50835;-0.02265;-0.00501;
4.07259;4.98451;-0.22702;1.38559;-0.03159;0.03364;
4.22355;4.98756;0.76367;1.58024;-0.02578;-0.00233;
4.49525;5.04043;1.13994;1.65235;-0.01671;-0.05698;
4.43310;5.01528;1.44141;1.71250;-0.01840;-0.04725;
4.40229;5.00281;1.59088;1.74232;-0.01924;-0.04243;
4.80786;5.00708;1.48999;1.72196;-0.01399;-0.12143;
4.58809;4.99874;1.61497;1.74701;-0.01705;-0.07921;
4.34079;5.09183;1.17381;1.66026;-0.02352;-0.02935;
3.74981;5.07771;0.82588;1.59272;-0.03436;0.08698;
4.06351;5.03376;1.28570;1.68293;-0.02715;0.02412;
4.21904;5.01197;1.51368;1.72766;-0.02358;-0.00705;
4.29616;5.00117;1.62671;1.74984;-0.02181;-0.02250;
4.22581;5.05000;0.54931;1.53977;-0.02368;-0.00364;
4.10485;5.11175;0.56049;1.54111;-0.02651;0.01952;
4.04440;5.14268;0.56065;1.54073;-0.02788;0.03113;
4.20962;5.06595;1.15437;1.65719;-0.02394;-0.00358;
4.47661;5.12244;1.03475;1.63242;-0.01431;-0.05372;
4.42338;5.05534;1.39247;1.70325;-0.01724;-0.04557;
4.28659;5.07722;0.41678;1.51349;-0.02148;-0.01456;
4.17647;5.05174;-0.02487;1.42640;-0.02964;0.01052;
4.48994;5.11157;0.74236;1.57377;-0.02606;-0.05476;
4.43047;5.05055;1.24429;1.67354;-0.02304;-0.04615;
4.26303;5.11199;1.09106;1.64366;-0.03324;-0.01418;
4.26303;5.11199;1.09106;1.64366;-0.03324;-0.01418;
4.31797;5.05076;1.41718;1.70819;-0.02660;-0.02603;
4.54207;5.07176;1.46394;1.71579;-0.01711;-0.06873;
4.64434;5.12929;1.13389;1.65104;-0.01202;-0.08652;
4.49915;5.21669;1.14338;1.65129;-0.02229;-0.05977;
4.23830;5.14411;1.33529;1.68983;-0.02962;-0.01101;
4.30571;5.06668;1.53826;1.73108;-0.02480;-0.02446;
4.18887;5.07824;1.28105;1.68154;-0.03525;-0.00112;
3.82713;5.08638;0.65547;1.55991;-0.03408;0.07293;
4.10185;5.03806;1.20121;1.66667;-0.02701;0.01715;
3.79108;5.06331;1.11555;1.64948;-0.04265;0.07631;
4.08646;5.02631;1.43198;1.71160;-0.03117;0.01834;
4.03369;5.04972;1.47837;1.71973;-0.03402;0.02772;
4.38798;5.11809;1.14269;1.65332;-0.02051;-0.03789;
3.95123;5.07773;0.60991;1.54964;-0.01964;0.05022;
4.01112;5.05221;0.07460;1.44505;-0.02866;0.04243;
3.99659;5.11151;0.37632;1.50401;-0.02948;0.04244;
4.18747;5.05000;1.06863;1.64010;-0.02469;0.00169;
4.52320;5.03484;1.40086;1.70380;-0.01112;-0.06353;
4.33681;5.06696;0.42917;1.51536;-0.01844;-0.02365;
4.35425;5.10290;0.54079;1.53680;-0.02297;-0.02809;
4.57998;5.13722;1.02690;1.62928;-0.02275;-0.07429;
4.46846;5.21989;1.09025;1.64050;-0.02753;-0.05393;
4.86667;5.15125;1.23544;1.66857;-0.01098;-0.12970;
4.61725;5.07022;1.48876;1.72054;-0.01557;-0.08331;
4.43415;5.17572;1.13599;1.65137;-0.02226;-0.04690;
4.20608;5.12380;1.33162;1.68987;-0.02960;-0.00463;
3.89832;5.06136;0.46642;1.52132;-0.02607;0.06110;
4.13313;5.10122;0.48527;1.52535;-0.02729;0.01506;
4.18531;5.13293;0.80226;1.58711;-0.03574;0.00173;
4.21878;5.20797;0.63357;1.55456;-0.03269;-0.00361;
4.28942;5.25499;0.89540;1.60348;-0.03246;-0.01889;
4.33180;5.11926;1.32781;1.68979;-0.02610;-0.02854;
4.15077;5.09520;1.42929;1.70941;-0.03164;0.00533;
4.47997;5.13344;1.46361;1.71413;-0.02701;-0.05786;
4.28295;5.11281;0.46934;1.52204;-0.02559;-0.01463;
4.59391;5.10059;0.55807;1.54035;-0.03916;-0.07615;
4.28267;5.08643;1.04922;1.63563;-0.03797;-0.01865;
4.32770;5.03809;1.39643;1.70421;-0.02894;-0.02825;
4.54689;5.06548;1.45366;1.71382;-0.01827;-0.06983;
4.45870;5.02770;1.59695;1.74297;-0.01918;-0.05363;
4.40833;5.16558;1.37288;1.69687;-0.02576;-0.04368;
3.74474;5.07621;0.66095;1.55943;-0.02330;0.08981;
4.06100;5.03302;1.20393;1.66643;-0.02167;0.02552;
4.21780;5.01160;1.47313;1.71948;-0.02086;-0.00635;
4.29554;5.00099;1.60661;1.74578;-0.02046;-0.02215;
4.34055;5.02575;1.69597;1.76219;-0.02736;-0.03317;
4.36426;4.99920;1.72756;1.76932;-0.02186;-0.03658;
4.36426;4.99920;1.72756;1.76932;-0.02186;-0.03658;
4.56502;5.04620;1.61783;1.74610;-0.01476;-0.07396;
4.41944;5.00423;1.70835;1.76536;-0.01877;-0.04661;
4.39551;4.99733;1.72323;1.76853;-0.01942;-0.04211;
4.39551;4.99733;1.72323;1.76853;-0.01942;-0.04211;
4.35846;5.05587;1.56963;1.73763;-0.02160;-0.03447;
4.35846;5.05587;1.56963;1.73763;-0.02160;-0.03447;
4.21302;5.04138;0.55043;1.53826;-0.02963;0.00044;
4.41180;5.09357;-0.01007;1.43031;-0.04184;-0.03353;
4.39206;5.11720;0.27959;1.48619;-0.03502;-0.03285;
4.31704;5.14962;0.61682;1.55155;-0.03986;-0.02194;
4.20214;5.12082;0.04934;1.44141;-0.03196;0.00319;
4.09295;5.14766;0.25700;1.48159;-0.03025;0.02325;
4.42641;5.16320;0.15983;1.46292;-0.02577;-0.04080;
4.25349;5.12696;-0.18283;1.39638;-0.02496;-0.00558;
4.25349;5.12696;-0.18283;1.39638;-0.02496;-0.00558;
4.31374;5.05760;0.79379;1.58719;-0.02247;-0.02191;
4.20054;5.07521;0.13725;1.45911;-0.02334;0.00320;
4.14441;5.08394;-0.18827;1.39560;-0.02377;0.01564;
3.80813;5.08914;-0.06776;1.41917;-0.02840;0.08061;
4.09243;5.03943;0.84263;1.59689;-0.02420;0.02096;
4.23338;5.01478;1.29400;1.68500;-0.02212;-0.00861;
4.82110;5.05357;1.07012;1.63961;-0.01064;-0.12060;
4.59274;5.02152;1.40964;1.70675;-0.01543;-0.07845;
4.48143;5.00590;1.57513;1.73947;-0.01777;-0.05790;
4.38730;5.12656;1.32512;1.68863;-0.02234;-0.03903;
4.16099;5.05069;0.21215;1.47186;-0.02504;0.01172;
3.90378;5.05560;0.69240;1.56669;-0.03646;0.05850;
3.90378;5.05560;0.69240;1.56669;-0.03646;0.05850;
4.13155;5.09752;0.60257;1.54889;-0.03259;0.01457;
4.10165;5.04969;1.08215;1.64377;-0.04014;0.01591;
4.16323;5.13579;0.80824;1.58880;-0.03269;0.00637;
4.16323;5.13579;0.80824;1.58880;-0.03269;0.00637;
4.11615;5.08091;0.17186;1.46426;-0.03513;0.02071;
4.04967;5.12742;0.35399;1.49991;-0.03216;0.03187;
4.21412;5.05759;1.06004;1.63855;-0.02599;-0.00362;
4.29539;5.02307;1.40901;1.70707;-0.02294;-0.02116;
4.18834;5.05913;0.41346;1.51293;-0.02359;0.00430;
4.28016;5.10040;0.43959;1.51742;-0.02618;-0.01363;
4.30961;5.13990;0.87909;1.60181;-0.02349;-0.02140;
4.28240;5.20526;0.50392;1.53008;-0.02668;-0.01450;
4.32763;5.09686;1.12688;1.65203;-0.02335;-0.02621;
4.35704;5.07282;1.46475;1.71698;-0.02889;-0.03536;
4.14774;5.03904;1.61863;1.74768;-0.04176;0.00219;
4.11906;5.03501;1.69833;1.76259;-0.03788;0.00835;
4.09430;5.03103;0.61283;1.55036;-0.03770;0.02168;
4.23177;5.08508;0.61946;1.55173;-0.03278;-0.00511;
4.15909;5.08888;0.04450;1.44030;-0.02840;0.01171;
4.11328;5.05712;-0.21074;1.38986;-0.03310;0.02356;
4.10080;5.07547;-0.36506;1.36046;-0.02848;0.02580;
4.26291;5.22746;-0.00669;1.43097;-0.03376;-0.00766;
4.31933;5.10492;0.89566;1.60718;-0.02668;-0.02319;
4.20427;5.14154;0.88307;1.60363;-0.02868;-0.00134;
4.22875;5.20563;0.49712;1.52933;-0.02935;-0.00423;
4.14869;5.11560;0.01854;1.43496;-0.03347;0.01544;
3.86510;5.05630;-0.18807;1.39425;-0.02790;0.07200;
4.11854;5.09767;0.23980;1.47773;-0.02770;0.01967;
4.24304;5.11887;0.41625;1.51217;-0.02782;-0.00586;
4.48888;5.14760;0.66975;1.56068;-0.01624;-0.05398;
4.27756;5.08682;0.10393;1.45046;-0.02698;-0.00921;
4.31926;5.19684;0.64216;1.55366;-0.02968;-0.02189;
4.34653;5.09014;1.20890;1.66641;-0.02471;-0.03006;
4.21569;5.09135;0.33572;1.49696;-0.02445;-0.00060;
4.15193;5.09194;-0.08986;1.41437;-0.02432;0.01376;
4.26101;5.11545;0.28043;1.48614;-0.02593;-0.00923;
4.31744;5.05194;1.02150;1.63131;-0.02295;-0.02370;
4.33830;5.17760;1.08757;1.64150;-0.02763;-0.02885;
4.35528;5.08329;1.41545;1.70712;-0.02382;-0.03331;
4.36370;5.03653;1.57800;1.73965;-0.02193;-0.03552;
4.58278;5.10403;1.53706;1.72908;-0.02223;-0.07758;
4.48296;5.07684;1.66149;1.75391;-0.02823;-0.06065;
4.42701;5.03333;1.69999;1.76285;-0.02412;-0.04908;
4.33983;5.15743;1.24072;1.67235;-0.02650;-0.02992;
4.29661;5.21896;1.01301;1.62748;-0.02767;-0.02043;
4.13788;5.14524;1.27065;1.67802;-0.03229;0.00850;
4.11376;5.14534;1.23023;1.66999;-0.03209;0.01350;
4.24061;5.14352;0.85300;1.59692;-0.03047;-0.00863;
4.11008;5.10783;1.19142;1.66289;-0.03367;0.01435;
4.24439;5.04768;1.47164;1.71866;-0.02670;-0.01234;
4.50780;5.07043;1.49111;1.72100;-0.01708;-0.06236;
3.87412;5.02209;1.28467;1.68183;-0.03398;0.06177;
4.01777;5.06069;0.37206;1.50456;-0.02968;0.03794;
4.05774;5.11957;0.26307;1.48356;-0.03487;0.03084;
4.07374;5.10581;-0.12918;1.40709;-0.02944;0.02934;
4.07186;5.06614;-0.29184;1.37438;-0.03352;0.03207;
4.02722;5.12012;0.09161;1.44907;-0.03110;0.03778;
4.20252;5.05424;0.92868;1.61309;-0.02549;-0.00059;
4.28797;5.02212;1.33667;1.69303;-0.02276;-0.01930;
4.33033;5.00620;1.53895;1.73267;-0.02140;-0.02857;
4.20876;5.04973;0.50669;1.53124;-0.02281;-0.00011;
3.83878;5.07620;0.31181;1.49320;-0.02825;0.07286;
4.10098;5.18963;0.73571;1.57303;-0.03025;0.01903;
4.04089;5.13070;1.13317;1.65103;-0.03356;0.02806;
4.14839;5.20570;0.95969;1.61691;-0.03118;0.00832;
4.26113;5.09722;1.35204;1.69493;-0.02558;-0.01488;
4.31702;5.04344;1.54657;1.73361;-0.02280;-0.02638;
4.12935;5.03733;1.60584;1.74529;-0.03816;0.00696;
3.79661;5.07034;0.85041;1.59809;-0.03584;0.07696;
4.08672;5.03011;1.29786;1.68560;-0.02789;0.01915;
4.23055;5.01016;1.51971;1.72898;-0.02395;-0.00951;
4.30186;5.00027;1.62970;1.75049;-0.02199;-0.02372;
4.33057;5.15199;1.38912;1.70059;-0.02715;-0.02886;
4.28458;5.17121;0.74858;1.57731;-0.03665;-0.01593;
4.32865;5.08012;1.24737;1.67529;-0.02829;-0.02690;
4.35050;5.03496;1.49467;1.72387;-0.02415;-0.03234;
3.97632;4.99289;1.56207;1.73825;-0.04670;0.03682;
4.02235;5.05133;1.14649;1.65642;-0.04560;0.03117;
4.00262;5.11151;0.83990;1.59576;-0.03748;0.03712;
4.93532;5.01321;0.80199;1.58772;-0.02497;-0.14543;
4.65102;5.00177;1.27429;1.68054;-0.02250;-0.09106;
4.50766;4.99600;1.51245;1.72735;-0.02125;-0.06364;
5.06421;4.98217;1.31749;1.68806;-0.00767;-0.17073;
4.71180;4.98643;1.53149;1.73061;-0.01398;-0.10300;
4.47774;5.08878;1.18861;1.66333;-0.02940;-0.05670;
3.96724;5.09563;0.64468;1.55768;-0.03153;0.04579;
4.16822;5.20113;0.90536;1.60585;-0.03189;0.00488;
4.81515;5.14144;0.46937;1.52246;-0.03318;-0.11766;
4.13496;5.11745;0.25650;1.48172;-0.03306;0.01564;
4.11190;5.10488;-0.12914;1.40682;-0.02859;0.02181;
4.43281;5.14186;-0.03075;1.42602;-0.02499;-0.04094;
4.84200;5.14900;0.31642;1.49285;-0.02385;-0.12129;
4.60301;5.06843;1.03918;1.63461;-0.02193;-0.07878;
4.48653;5.02916;1.39145;1.70370;-0.02099;-0.05807;
4.42877;5.00969;1.56611;1.73796;-0.02053;-0.04779;
4.40014;5.00004;1.65270;1.75494;-0.02030;-0.04270;
4.24337;5.04667;0.56309;1.54228;-0.02226;-0.00711;
4.30713;5.09375;0.51358;1.53194;-0.02549;-0.01923;
4.52388;5.13760;0.68981;1.56509;-0.01559;-0.06122;
4.44727;5.06343;1.21839;1.66926;-0.01785;-0.04935;
4.40866;5.02606;1.48478;1.72176;-0.01899;-0.04337;
4.38331;5.16594;1.31585;1.68605;-0.02572;-0.03856;
4.23503;5.12892;0.39608;1.50812;-0.02495;-0.00506;
4.30932;5.09327;1.00354;1.62815;-0.02371;-0.02217;
4.30932;5.09327;1.00354;1.62815;-0.02371;-0.02217;
4.28148;5.18715;0.89542;1.60556;-0.02629;-0.01658;
4.32711;5.08802;1.32018;1.68930;-0.02316;-0.02723;
4.14585;5.02634;1.63417;1.75111;-0.03784;0.00349;
4.14585;5.02634;1.63417;1.75111;-0.03784;0.00349;
4.31688;4.99927;1.71259;1.76664;-0.02440;-0.02766;
4.31688;4.99927;1.71259;1.76664;-0.02440;-0.02766;
4.35179;5.14931;1.43653;1.70985;-0.02727;-0.03332;
4.63864;5.20025;1.08758;1.64188;-0.02483;-0.08559;
4.69444;5.18905;0.56814;1.54172;-0.02311;-0.09426;
4.53186;5.08896;1.15791;1.65765;-0.02158;-0.06574;
4.63919;5.13552;1.01732;1.62897;-0.01351;-0.08506;
4.30492;5.10360;1.27495;1.67918;-0.02536;-0.02303;
4.12325;5.08445;1.39100;1.70241;-0.03880;0.00948;
4.05377;5.12765;0.87159;1.60124;-0.03319;0.02663;
4.05377;5.12765;0.87159;1.60124;-0.03319;0.02663;
4.06196;5.07695;0.20414;1.47060;-0.03538;0.03073;
4.39262;5.05854;0.94918;1.61719;-0.02408;-0.03768;
4.16363;5.01696;0.02576;1.43644;-0.02590;0.01239;
4.26204;5.16026;0.59389;1.54489;-0.02909;-0.01096;
4.26204;5.16026;0.59389;1.54489;-0.02909;-0.01096;
4.31747;5.07469;1.17068;1.65922;-0.02454;-0.02444;
4.22304;5.14964;1.04849;1.63529;-0.03930;-0.00732;
4.29877;5.06875;1.39901;1.70462;-0.02952;-0.02277;
4.33569;5.02932;1.56986;1.73841;-0.02476;-0.03029;
4.15726;5.05121;1.54673;1.73302;-0.03084;0.00361;
4.45029;5.11858;1.18155;1.66087;-0.01882;-0.05005;
4.40377;5.21142;1.16680;1.65612;-0.02564;-0.04184;
4.40377;5.21142;1.16680;1.65612;-0.02564;-0.04184;
4.56652;5.11977;1.36043;1.69482;-0.01022;-0.07200;
4.01149;5.11086;0.72979;1.57329;-0.02210;0.03814;
4.19325;5.05020;1.23806;1.67330;-0.02108;-0.00009;
4.14080;5.07154;0.35751;1.50180;-0.02265;0.01401;
4.25540;5.10605;0.46780;1.52279;-0.02533;-0.00890;
5.07400;4.99865;0.74458;1.57598;-0.00968;-0.17088;
4.71329;5.15123;0.95034;1.61408;-0.02105;-0.10180;
4.53826;5.06883;1.35419;1.69488;-0.02055;-0.06892;
4.44701;5.18697;1.25166;1.67284;-0.02649;-0.05112;
4.26661;5.13935;0.36426;1.50157;-0.02533;-0.01129;
4.25286;5.16495;0.24046;1.47863;-0.03575;-0.00722;
4.11849;5.16602;0.22686;1.47591;-0.03108;0.01868;
4.24739;5.07679;0.99516;1.62628;-0.02548;-0.00999;
4.16764;5.08472;0.23709;1.47849;-0.02483;0.00911;
4.13331;5.13442;0.24213;1.47951;-0.03264;0.01593;
4.25467;5.06126;1.00267;1.62805;-0.02625;-0.01133;
4.17265;5.12037;0.92006;1.61089;-0.02838;0.00455;
4.46237;5.15398;0.79768;1.58657;-0.02701;-0.05074;
4.41014;5.22821;0.97666;1.61933;-0.02964;-0.04225;
4.23571;5.12509;0.24412;1.47722;-0.03369;-0.00276;
4.57469;5.14401;0.44415;1.51698;-0.03650;-0.07023;
4.47162;5.06598;1.10197;1.64647;-0.02815;-0.05368;
4.60881;5.12353;0.99445;1.62435;-0.01671;-0.07899;
4.48839;5.05591;1.37245;1.69925;-0.01842;-0.05799;
4.42970;5.02296;1.55669;1.73575;-0.01925;-0.04776;
4.40060;5.00662;1.64803;1.75385;-0.01966;-0.04268;
4.38617;4.99851;1.69332;1.76282;-0.01987;-0.04017;
4.37902;4.99450;1.71577;1.76727;-0.01997;-0.03892;
4.36883;5.14912;1.43180;1.70891;-0.02615;-0.03639;
4.17369;5.11061;1.47828;1.71840;-0.03153;0.00058;
4.27367;5.05008;1.60916;1.74524;-0.02575;-0.01872;
4.32324;5.02006;1.67405;1.75855;-0.02289;-0.02828;
3.71299;5.01474;1.23294;1.67244;-0.03955;0.09225;
4.22850;5.09209;0.65271;1.55954;-0.03891;-0.00426;
4.30087;5.04088;1.20000;1.66651;-0.02941;-0.02112;
4.33734;5.01507;1.47582;1.72043;-0.02462;-0.02962;
4.29502;5.14950;1.12664;1.65073;-0.02676;-0.02020;
4.33382;5.06936;1.43482;1.71169;-0.02339;-0.02902;
4.35307;5.02962;1.58761;1.74192;-0.02172;-0.03339;
4.36260;5.00992;1.66336;1.75691;-0.02089;-0.03556;
4.22476;5.05157;0.56838;1.54325;-0.02255;-0.00357;
4.29774;5.09624;0.55015;1.53903;-0.02543;-0.01763;
4.33549;5.04250;1.15407;1.65731;-0.02270;-0.02783;
4.35389;5.01630;1.44841;1.71496;-0.02138;-0.03280;
4.50051;-0.09024;1.08667;1.64288;-0.01069;1.55439;
4.42906;2.62812;1.11989;1.64724;-0.02155;0.75357;
4.25771;3.87068;0.29893;1.48888;-0.02288;0.38768;
4.30868;4.59193;0.72932;1.57089;-0.02760;0.17511;
4.34060;4.79292;1.23783;1.67211;-0.02380;0.06782;
4.54274;4.97532;1.17270;1.65838;-0.01230;-0.01778;
4.45592;4.98306;1.46007;1.71597;-0.01625;-0.02790;
4.41360;4.98684;1.60013;1.74404;-0.01818;-0.03284;
4.39262;4.98871;1.66957;1.75796;-0.01913;-0.03529;
4.37557;5.14625;1.40889;1.70430;-0.02574;-0.03459;
4.17703;5.10919;1.46693;1.71611;-0.03132;0.00147;
4.26868;5.20599;1.30842;1.68355;-0.03178;-0.01637;
4.59215;5.05737;1.57559;1.73904;-0.02536;-0.08234;
4.66959;5.11755;1.25424;1.67506;-0.01489;-0.09346;
4.36472;5.07157;0.38677;1.50581;-0.02640;-0.02826;
